userid,num,,Bins,,Bins,Frequency
253598,148,,,,,
253597,148,,,,,
253596,148,,,,,
253595,148,,,,,
253594,148,,,,,
253593,148,,,,,
253592,148,,,,,
253591,148,,,,,
253590,148,,,,,
253589,148,,,,,
253588,148,,,,,
253587,148,,,,,
253586,148,,,,,
253585,148,,,,,
253583,148,,,,,
253582,148,,,,,
253581,148,,,,,
253580,148,,,,,
253579,148,,,,,
253578,148,,,,,
253577,148,,,,,
253576,148,,,,,
253575,148,,,,,
253574,148,,,,,
253573,148,,,,,
253572,148,,,,,
253571,148,,,,,
253570,148,,,,,
253569,148,,,,,
253568,148,,,,,
253567,148,,,,,
253566,148,,,,,
253565,148,,,,,
253564,148,,,,,
253563,148,,,,,
253562,148,,,,,
253561,148,,,,,
253560,148,,,,,
253559,148,,,,,
253558,148,,,,,
253557,148,,,,,
253556,148,,,,,
253555,148,,,,,
253554,148,,,,,
253553,148,,,,,
253552,148,,,,,
253551,148,,,,,
253549,148,,,,,
253548,148,,,,,
253547,148,,,,,
253546,148,,,,,
253545,148,,,,,
253544,148,,,,,
253543,148,,,,,
253542,148,,,,,
253541,148,,,,,
253540,148,,,,,
253539,148,,,,,
253538,148,,,,,
253537,148,,,,,
253536,148,,,,,
253535,148,,,,,
253534,148,,,,,
253533,148,,,,,
253532,147,,,,,
253531,147,,,,,
253530,147,,,,,
253529,147,,,,,
253528,147,,,,,
253527,147,,,,,
253526,147,,,,,
253525,147,,,,,
253524,147,,,,,
253523,147,,,,,
253522,147,,,,,
253521,147,,,,,
253520,147,,,,,
253519,147,,,,,
253518,147,,,,,
253517,147,,,,,
253516,147,,,,,
253515,147,,,,,
253514,147,,,,,
253513,147,,,,,
253512,147,,,,,
253511,147,,,,,
253510,147,,,,,
253509,147,,,,,
253508,147,,,,,
253507,147,,,,,
253506,147,,,,,
253505,147,,,,,
253504,147,,,,,
253503,147,,,,,
253502,147,,,,,
253501,147,,,,,
253500,147,,,,,
253499,147,,,,,
253498,147,,,,,
253497,147,,,,,
253496,147,,,,,
253495,147,,,,,
253494,147,,,,,
253493,147,,,,,
253492,147,,,,,
253491,147,,,,,
253490,147,,,,,
253489,147,,,,,
253488,147,,,,,
253487,147,,,,,
253486,147,,,,,
253484,147,,,,,
253483,147,,,,,
253482,147,,,,,
253481,147,,,,,
253480,147,,,,,
253479,147,,,,,
253477,147,,,,,
253476,147,,,,,
253475,147,,,,,
253474,147,,,,,
253473,147,,,,,
253472,147,,,,,
253471,147,,,,,
253470,147,,,,,
253469,147,,,,,
253468,147,,,,,
253467,147,,,,,
253466,147,,,,,
253465,147,,,,,
253464,147,,,,,
253463,147,,,,,
253462,147,,,,,
253461,147,,,,,
253460,147,,,,,
253459,147,,,,,
253458,147,,,,,
253457,147,,,,,
253456,147,,,,,
253455,147,,,,,
253453,147,,,,,
253452,147,,,,,
253451,147,,,,,
253450,147,,,,,
253449,147,,,,,
253448,147,,,,,
253447,147,,,,,
253446,147,,,,,
253445,147,,,,,
253444,147,,,,,
253443,147,,,,,
253442,147,,,,,
253441,147,,,,,
253440,147,,,,,
253439,147,,,,,
253438,147,,,,,
253437,147,,,,,
253436,147,,,,,
253435,147,,,,,
253434,147,,,,,
253433,147,,,,,
253432,147,,,,,
253431,147,,,,,
253430,147,,,,,
253429,147,,,,,
253428,147,,,,,
253427,147,,,,,
253426,147,,,,,
253425,147,,,,,
253424,147,,,,,
253423,147,,,,,
253422,147,,,,,
253421,147,,,,,
253420,147,,,,,
253419,147,,,,,
253418,147,,,,,
253417,147,,,,,
253416,147,,,,,
253415,147,,,,,
253414,147,,,,,
253413,147,,,,,
253412,147,,,,,
253411,147,,,,,
253410,147,,,,,
253409,147,,,,,
253408,147,,,,,
253407,147,,,,,
253406,147,,,,,
253405,147,,,,,
253404,147,,,,,
253403,147,,,,,
253402,147,,,,,
253401,147,,,,,
253400,147,,,,,
253399,147,,,,,
253398,147,,,,,
253397,147,,,,,
253396,147,,,,,
253395,147,,,,,
253394,147,,,,,
253393,147,,,,,
253392,147,,,,,
253391,147,,,,,
253390,147,,,,,
253389,147,,,,,
253388,147,,,,,
253387,147,,,,,
253386,147,,,,,
253385,147,,,,,
253384,147,,,,,
253383,147,,,,,
253382,147,,,,,
253381,147,,,,,
253380,147,,,,,
253379,147,,,,,
253378,147,,,,,
253377,147,,,,,
253376,147,,,,,
253375,147,,,,,
253374,147,,,,,
253373,147,,,,,
253372,147,,,,,
253371,147,,,,,
253370,147,,,,,
253369,147,,,,,
253368,147,,,,,
253367,147,,,,,
253366,147,,,,,
253365,147,,,,,
253364,147,,,,,
253363,147,,,,,
253362,147,,,,,
253361,147,,,,,
253360,147,,,,,
253359,147,,,,,
253358,147,,,,,
253357,147,,,,,
253356,146,,,,,
253355,146,,,,,
253354,146,,,,,
253353,146,,,,,
253352,146,,,,,
253351,146,,,,,
253350,146,,,,,
253349,146,,,,,
253348,146,,,,,
253347,146,,,,,
253346,146,,,,,
253345,146,,,,,
253343,146,,,,,
253342,146,,,,,
253341,146,,,,,
253340,146,,,,,
253339,146,,,,,
253338,146,,,,,
253337,146,,,,,
253336,146,,,,,
253335,146,,,,,
253334,146,,,,,
253333,146,,,,,
253332,146,,,,,
253330,146,,,,,
253329,146,,,,,
253328,146,,,,,
253327,146,,,,,
253326,146,,,,,
253325,146,,,,,
253324,146,,,,,
253323,146,,,,,
253322,146,,,,,
253321,146,,,,,
253320,146,,,,,
253319,146,,,,,
253318,146,,,,,
253317,146,,,,,
253316,146,,,,,
253315,146,,,,,
253314,146,,,,,
253313,146,,,,,
253312,146,,,,,
253311,146,,,,,
253310,146,,,,,
253309,146,,,,,
253308,146,,,,,
253307,146,,,,,
253306,146,,,,,
253305,146,,,,,
253304,146,,,,,
253303,146,,,,,
253302,146,,,,,
253301,146,,,,,
253300,146,,,,,
253299,146,,,,,
253298,146,,,,,
253297,146,,,,,
253296,146,,,,,
253295,146,,,,,
253294,146,,,,,
253293,146,,,,,
253292,146,,,,,
253291,146,,,,,
253290,146,,,,,
253289,146,,,,,
253288,146,,,,,
253287,146,,,,,
253286,146,,,,,
253285,146,,,,,
253284,146,,,,,
253283,146,,,,,
253282,146,,,,,
253281,146,,,,,
253280,146,,,,,
253279,146,,,,,
253278,146,,,,,
253277,146,,,,,
253276,146,,,,,
253275,146,,,,,
253274,146,,,,,
253273,146,,,,,
253272,146,,,,,
253271,146,,,,,
253270,146,,,,,
253269,146,,,,,
253268,146,,,,,
253267,146,,,,,
253266,146,,,,,
253265,146,,,,,
253264,146,,,,,
253263,146,,,,,
253262,146,,,,,
253261,146,,,,,
253260,146,,,,,
253259,146,,,,,
253258,146,,,,,
253257,146,,,,,
253256,146,,,,,
253255,146,,,,,
253253,146,,,,,
253252,146,,,,,
253251,146,,,,,
253250,146,,,,,
253249,146,,,,,
253248,146,,,,,
253247,146,,,,,
253246,146,,,,,
253245,146,,,,,
253244,146,,,,,
253243,146,,,,,
253242,146,,,,,
253241,146,,,,,
253240,146,,,,,
253239,146,,,,,
253238,146,,,,,
253237,146,,,,,
253236,146,,,,,
253235,146,,,,,
253234,146,,,,,
253233,146,,,,,
253232,146,,,,,
253231,146,,,,,
253230,146,,,,,
253229,146,,,,,
253228,146,,,,,
253227,146,,,,,
253226,146,,,,,
253225,146,,,,,
253224,146,,,,,
253223,146,,,,,
253222,146,,,,,
253221,146,,,,,
253220,146,,,,,
253219,146,,,,,
253218,146,,,,,
253217,146,,,,,
253216,146,,,,,
253215,146,,,,,
253214,146,,,,,
253213,146,,,,,
253212,146,,,,,
253211,146,,,,,
253210,146,,,,,
253209,146,,,,,
253208,146,,,,,
253207,146,,,,,
253206,146,,,,,
253205,146,,,,,
253204,146,,,,,
253203,146,,,,,
253201,146,,,,,
253200,146,,,,,
253199,146,,,,,
253198,146,,,,,
253197,146,,,,,
253196,146,,,,,
253195,146,,,,,
253194,146,,,,,
253193,146,,,,,
253192,146,,,,,
253191,146,,,,,
253190,146,,,,,
253189,146,,,,,
253188,146,,,,,
253187,146,,,,,
253186,146,,,,,
253185,146,,,,,
253184,146,,,,,
253183,146,,,,,
253182,146,,,,,
253181,146,,,,,
253180,146,,,,,
253179,146,,,,,
253178,146,,,,,
253177,146,,,,,
253176,146,,,,,
253175,146,,,,,
253174,146,,,,,
253173,146,,,,,
253172,146,,,,,
253171,145,,,,,
253170,145,,,,,
253169,145,,,,,
253168,145,,,,,
253167,145,,,,,
253166,145,,,,,
253165,145,,,,,
253164,145,,,,,
253163,145,,,,,
253162,145,,,,,
253161,145,,,,,
253160,145,,,,,
253159,145,,,,,
253158,145,,,,,
253157,145,,,,,
253156,145,,,,,
253155,145,,,,,
253154,145,,,,,
253153,145,,,,,
253152,145,,,,,
253151,145,,,,,
253150,145,,,,,
253149,145,,,,,
253148,145,,,,,
253147,145,,,,,
253146,145,,,,,
253145,145,,,,,
253144,145,,,,,
253142,145,,,,,
253141,145,,,,,
253140,145,,,,,
253139,145,,,,,
253138,145,,,,,
253137,145,,,,,
253136,145,,,,,
253135,145,,,,,
253134,145,,,,,
253133,145,,,,,
253132,145,,,,,
253131,145,,,,,
253130,145,,,,,
253129,145,,,,,
253128,145,,,,,
253127,145,,,,,
253126,145,,,,,
253125,145,,,,,
253124,145,,,,,
253123,145,,,,,
253122,145,,,,,
253121,145,,,,,
253120,145,,,,,
253119,145,,,,,
253118,145,,,,,
253117,145,,,,,
253116,145,,,,,
253115,145,,,,,
253114,145,,,,,
253113,145,,,,,
253112,145,,,,,
253111,145,,,,,
253110,145,,,,,
253109,145,,,,,
253108,145,,,,,
253107,145,,,,,
253106,145,,,,,
253105,145,,,,,
253104,145,,,,,
253103,145,,,,,
253102,145,,,,,
253101,145,,,,,
253100,145,,,,,
253099,145,,,,,
253098,145,,,,,
253097,145,,,,,
253096,145,,,,,
253095,145,,,,,
253094,145,,,,,
253093,145,,,,,
253092,145,,,,,
253091,145,,,,,
253090,145,,,,,
253089,145,,,,,
253088,145,,,,,
253087,145,,,,,
253086,145,,,,,
253085,145,,,,,
253084,145,,,,,
253083,145,,,,,
253082,145,,,,,
253081,145,,,,,
253080,145,,,,,
253079,145,,,,,
253078,145,,,,,
253077,145,,,,,
253076,145,,,,,
253075,145,,,,,
253074,145,,,,,
253073,145,,,,,
253072,145,,,,,
253071,145,,,,,
253070,145,,,,,
253069,145,,,,,
253068,145,,,,,
253067,145,,,,,
253066,145,,,,,
253065,145,,,,,
253064,145,,,,,
253063,145,,,,,
253062,145,,,,,
253061,145,,,,,
253060,145,,,,,
253059,145,,,,,
253058,145,,,,,
253057,145,,,,,
253056,145,,,,,
253055,145,,,,,
253054,145,,,,,
253053,145,,,,,
253052,145,,,,,
253051,145,,,,,
253050,145,,,,,
253049,145,,,,,
253048,145,,,,,
253047,145,,,,,
253046,145,,,,,
253045,145,,,,,
253044,145,,,,,
253043,145,,,,,
253042,145,,,,,
253041,145,,,,,
253040,145,,,,,
253039,145,,,,,
253038,145,,,,,
253037,145,,,,,
253036,145,,,,,
253035,145,,,,,
253034,145,,,,,
253032,145,,,,,
253031,145,,,,,
253030,145,,,,,
253029,145,,,,,
253028,145,,,,,
253027,145,,,,,
253026,145,,,,,
253025,145,,,,,
253024,145,,,,,
253023,145,,,,,
253022,145,,,,,
253021,145,,,,,
253020,145,,,,,
253019,145,,,,,
253018,145,,,,,
253017,145,,,,,
253016,145,,,,,
253015,145,,,,,
253014,145,,,,,
253013,145,,,,,
253012,145,,,,,
253010,145,,,,,
253009,145,,,,,
253008,145,,,,,
253007,145,,,,,
253006,145,,,,,
253005,145,,,,,
253004,145,,,,,
253003,145,,,,,
253002,145,,,,,
253000,145,,,,,
252999,145,,,,,
252998,145,,,,,
252997,145,,,,,
252996,145,,,,,
252995,145,,,,,
252994,145,,,,,
252993,145,,,,,
252992,145,,,,,
252991,145,,,,,
252990,145,,,,,
252989,145,,,,,
252988,145,,,,,
252987,145,,,,,
252986,145,,,,,
252985,145,,,,,
252984,145,,,,,
252983,145,,,,,
252982,145,,,,,
252981,144,,,,,
252980,144,,,,,
252979,144,,,,,
252978,144,,,,,
252977,144,,,,,
252976,144,,,,,
252975,144,,,,,
252974,144,,,,,
252973,144,,,,,
252972,144,,,,,
252971,144,,,,,
252970,144,,,,,
252969,144,,,,,
252968,144,,,,,
252967,144,,,,,
252966,144,,,,,
252965,144,,,,,
252964,144,,,,,
252963,144,,,,,
252962,144,,,,,
252961,144,,,,,
252960,144,,,,,
252959,144,,,,,
252958,144,,,,,
252957,144,,,,,
252956,144,,,,,
252955,144,,,,,
252954,144,,,,,
252953,144,,,,,
252952,144,,,,,
252951,144,,,,,
252950,144,,,,,
252949,144,,,,,
252948,144,,,,,
252947,144,,,,,
252946,144,,,,,
252945,144,,,,,
252944,144,,,,,
252943,144,,,,,
252942,144,,,,,
252941,144,,,,,
252940,144,,,,,
252939,144,,,,,
252938,144,,,,,
252937,144,,,,,
252936,144,,,,,
252935,144,,,,,
252934,144,,,,,
252933,144,,,,,
252932,144,,,,,
252931,144,,,,,
252929,144,,,,,
252928,144,,,,,
252927,144,,,,,
252926,144,,,,,
252925,144,,,,,
252924,144,,,,,
252923,144,,,,,
252922,144,,,,,
252921,144,,,,,
252920,144,,,,,
252919,144,,,,,
252918,144,,,,,
252917,144,,,,,
252916,144,,,,,
252915,144,,,,,
252914,144,,,,,
252913,144,,,,,
252912,144,,,,,
252911,144,,,,,
252910,144,,,,,
252909,144,,,,,
252908,144,,,,,
252907,144,,,,,
252906,144,,,,,
252905,144,,,,,
252903,144,,,,,
252902,144,,,,,
252901,144,,,,,
252900,144,,,,,
252899,144,,,,,
252898,144,,,,,
252897,144,,,,,
252896,144,,,,,
252895,144,,,,,
252894,144,,,,,
252893,144,,,,,
252892,144,,,,,
252891,144,,,,,
252890,144,,,,,
252889,144,,,,,
252888,144,,,,,
252887,144,,,,,
252886,144,,,,,
252885,144,,,,,
252884,144,,,,,
252883,144,,,,,
252882,144,,,,,
252881,144,,,,,
252880,144,,,,,
252879,144,,,,,
252878,144,,,,,
252877,144,,,,,
252876,144,,,,,
252875,144,,,,,
252874,144,,,,,
252872,144,,,,,
252871,144,,,,,
252870,144,,,,,
252869,144,,,,,
252868,144,,,,,
252867,144,,,,,
252866,144,,,,,
252865,144,,,,,
252864,144,,,,,
252863,144,,,,,
252862,144,,,,,
252861,144,,,,,
252860,144,,,,,
252859,144,,,,,
252858,144,,,,,
252857,144,,,,,
252856,144,,,,,
252855,144,,,,,
252854,144,,,,,
252853,144,,,,,
252852,144,,,,,
252851,144,,,,,
252850,144,,,,,
252849,144,,,,,
252848,144,,,,,
252847,144,,,,,
252846,144,,,,,
252845,144,,,,,
252844,144,,,,,
252843,144,,,,,
252842,144,,,,,
252841,144,,,,,
252840,144,,,,,
252839,144,,,,,
252838,144,,,,,
252837,144,,,,,
252836,144,,,,,
252835,144,,,,,
252834,144,,,,,
252833,144,,,,,
252832,144,,,,,
252831,144,,,,,
252830,144,,,,,
252829,144,,,,,
252828,144,,,,,
252827,144,,,,,
252826,144,,,,,
252825,144,,,,,
252824,144,,,,,
252823,144,,,,,
252822,144,,,,,
252821,144,,,,,
252820,144,,,,,
252819,144,,,,,
252818,144,,,,,
252817,144,,,,,
252816,144,,,,,
252815,144,,,,,
252814,144,,,,,
252813,144,,,,,
252812,144,,,,,
252811,144,,,,,
252810,144,,,,,
252809,144,,,,,
252808,144,,,,,
252807,144,,,,,
252806,144,,,,,
252805,144,,,,,
252804,144,,,,,
252803,144,,,,,
252802,144,,,,,
252801,144,,,,,
252800,144,,,,,
252799,143,,,,,
252798,143,,,,,
252797,143,,,,,
252796,143,,,,,
252795,143,,,,,
252794,143,,,,,
252793,143,,,,,
252792,143,,,,,
252791,143,,,,,
252790,143,,,,,
252789,143,,,,,
252788,143,,,,,
252787,143,,,,,
252786,143,,,,,
252785,143,,,,,
252784,143,,,,,
252783,143,,,,,
252782,143,,,,,
252781,143,,,,,
252780,143,,,,,
252779,143,,,,,
252778,143,,,,,
252777,143,,,,,
252776,143,,,,,
252775,143,,,,,
252774,143,,,,,
252773,143,,,,,
252772,143,,,,,
252771,143,,,,,
252770,143,,,,,
252769,143,,,,,
252768,143,,,,,
252767,143,,,,,
252766,143,,,,,
252765,143,,,,,
252764,143,,,,,
252763,143,,,,,
252762,143,,,,,
252761,143,,,,,
252760,143,,,,,
252759,143,,,,,
252758,143,,,,,
252757,143,,,,,
252756,143,,,,,
252755,143,,,,,
252754,143,,,,,
252753,143,,,,,
252752,143,,,,,
252751,143,,,,,
252750,143,,,,,
252749,143,,,,,
252748,143,,,,,
252747,143,,,,,
252746,143,,,,,
252745,143,,,,,
252744,143,,,,,
252743,143,,,,,
252742,143,,,,,
252741,143,,,,,
252740,143,,,,,
252739,143,,,,,
252738,143,,,,,
252737,143,,,,,
252736,143,,,,,
252735,143,,,,,
252734,143,,,,,
252733,143,,,,,
252732,143,,,,,
252731,143,,,,,
252730,143,,,,,
252729,143,,,,,
252728,143,,,,,
252727,143,,,,,
252726,143,,,,,
252725,143,,,,,
252724,143,,,,,
252723,143,,,,,
252722,143,,,,,
252721,143,,,,,
252720,143,,,,,
252719,143,,,,,
252718,143,,,,,
252717,143,,,,,
252716,143,,,,,
252715,143,,,,,
252714,143,,,,,
252713,143,,,,,
252712,143,,,,,
252711,143,,,,,
252710,143,,,,,
252709,143,,,,,
252708,143,,,,,
252707,143,,,,,
252706,143,,,,,
252705,143,,,,,
252704,143,,,,,
252703,143,,,,,
252702,143,,,,,
252701,143,,,,,
252700,143,,,,,
252699,143,,,,,
252698,143,,,,,
252697,143,,,,,
252696,143,,,,,
252695,143,,,,,
252694,143,,,,,
252693,143,,,,,
252692,143,,,,,
252691,143,,,,,
252690,143,,,,,
252689,143,,,,,
252687,143,,,,,
252686,143,,,,,
252685,143,,,,,
252684,143,,,,,
252683,143,,,,,
252682,143,,,,,
252681,143,,,,,
252680,143,,,,,
252679,143,,,,,
252678,143,,,,,
252677,143,,,,,
252676,143,,,,,
252675,143,,,,,
252674,143,,,,,
252673,143,,,,,
252671,143,,,,,
252670,143,,,,,
252669,143,,,,,
252668,143,,,,,
252667,143,,,,,
252666,143,,,,,
252665,143,,,,,
252664,143,,,,,
252663,143,,,,,
252662,143,,,,,
252661,143,,,,,
252660,143,,,,,
252659,143,,,,,
252658,143,,,,,
252657,143,,,,,
252656,143,,,,,
252655,143,,,,,
252654,143,,,,,
252653,143,,,,,
252652,143,,,,,
252651,143,,,,,
252650,143,,,,,
252649,143,,,,,
252648,143,,,,,
252647,143,,,,,
252646,143,,,,,
252645,143,,,,,
252644,143,,,,,
252643,143,,,,,
252642,143,,,,,
252641,143,,,,,
252640,143,,,,,
252639,143,,,,,
252638,143,,,,,
252637,143,,,,,
252636,143,,,,,
252635,143,,,,,
252634,143,,,,,
252633,143,,,,,
252632,143,,,,,
252631,143,,,,,
252630,143,,,,,
252629,143,,,,,
252628,143,,,,,
252627,143,,,,,
252626,143,,,,,
252625,143,,,,,
252624,143,,,,,
252623,143,,,,,
252622,142,,,,,
252621,142,,,,,
252620,142,,,,,
252619,142,,,,,
252618,142,,,,,
252617,142,,,,,
252616,142,,,,,
252615,142,,,,,
252614,142,,,,,
252613,142,,,,,
252612,142,,,,,
252611,142,,,,,
252610,142,,,,,
252609,142,,,,,
252608,142,,,,,
252607,142,,,,,
252606,142,,,,,
252605,142,,,,,
252604,142,,,,,
252603,142,,,,,
252602,142,,,,,
252601,142,,,,,
252600,142,,,,,
252599,142,,,,,
252598,142,,,,,
252597,142,,,,,
252596,142,,,,,
252595,142,,,,,
252594,142,,,,,
252593,142,,,,,
252592,142,,,,,
252591,142,,,,,
252590,142,,,,,
252589,142,,,,,
252588,142,,,,,
252587,142,,,,,
252586,142,,,,,
252585,142,,,,,
252584,142,,,,,
252583,142,,,,,
252582,142,,,,,
252581,142,,,,,
252580,142,,,,,
252579,142,,,,,
252578,142,,,,,
252577,142,,,,,
252576,142,,,,,
252575,142,,,,,
252574,142,,,,,
252573,142,,,,,
252572,142,,,,,
252571,142,,,,,
252570,142,,,,,
252569,142,,,,,
252568,142,,,,,
252567,142,,,,,
252566,142,,,,,
252565,142,,,,,
252564,142,,,,,
252563,142,,,,,
252562,142,,,,,
252561,142,,,,,
252560,142,,,,,
252559,142,,,,,
252558,142,,,,,
252557,142,,,,,
252556,142,,,,,
252555,142,,,,,
252554,142,,,,,
252553,142,,,,,
252552,142,,,,,
252551,142,,,,,
252550,142,,,,,
252549,142,,,,,
252548,142,,,,,
252547,142,,,,,
252546,142,,,,,
252545,142,,,,,
252544,142,,,,,
252543,142,,,,,
252542,142,,,,,
252541,142,,,,,
252540,142,,,,,
252539,142,,,,,
252538,142,,,,,
252537,142,,,,,
252536,142,,,,,
252535,142,,,,,
252534,142,,,,,
252533,142,,,,,
252532,142,,,,,
252531,142,,,,,
252530,142,,,,,
252529,142,,,,,
252528,142,,,,,
252527,142,,,,,
252526,142,,,,,
252525,142,,,,,
252524,142,,,,,
252523,142,,,,,
252522,142,,,,,
252521,142,,,,,
252520,142,,,,,
252519,142,,,,,
252518,142,,,,,
252517,142,,,,,
252516,142,,,,,
252515,142,,,,,
252514,142,,,,,
252513,142,,,,,
252512,142,,,,,
252511,142,,,,,
252510,142,,,,,
252509,142,,,,,
252508,142,,,,,
252507,142,,,,,
252506,142,,,,,
252505,142,,,,,
252504,142,,,,,
252503,142,,,,,
252502,142,,,,,
252501,142,,,,,
252500,142,,,,,
252499,142,,,,,
252498,142,,,,,
252497,142,,,,,
252496,142,,,,,
252495,142,,,,,
252494,142,,,,,
252493,142,,,,,
252492,142,,,,,
252491,142,,,,,
252490,142,,,,,
252489,142,,,,,
252488,142,,,,,
252487,142,,,,,
252486,142,,,,,
252485,142,,,,,
252484,142,,,,,
252483,142,,,,,
252482,142,,,,,
252481,142,,,,,
252480,142,,,,,
252479,142,,,,,
252478,142,,,,,
252477,142,,,,,
252476,142,,,,,
252475,142,,,,,
252474,142,,,,,
252473,142,,,,,
252472,142,,,,,
252471,142,,,,,
252470,142,,,,,
252469,142,,,,,
252468,142,,,,,
252467,142,,,,,
252466,142,,,,,
252465,142,,,,,
252464,142,,,,,
252463,142,,,,,
252462,142,,,,,
252461,142,,,,,
252460,142,,,,,
252459,142,,,,,
252458,142,,,,,
252457,142,,,,,
252456,142,,,,,
252455,142,,,,,
252454,142,,,,,
252453,142,,,,,
252452,142,,,,,
252451,142,,,,,
252450,142,,,,,
252449,142,,,,,
252448,142,,,,,
252447,142,,,,,
252446,142,,,,,
252445,142,,,,,
252444,142,,,,,
252443,142,,,,,
252442,142,,,,,
252441,142,,,,,
252440,142,,,,,
252439,142,,,,,
252438,142,,,,,
252437,142,,,,,
252436,142,,,,,
252435,142,,,,,
252434,142,,,,,
252433,142,,,,,
252432,142,,,,,
252431,142,,,,,
252430,142,,,,,
252429,142,,,,,
252428,142,,,,,
252427,142,,,,,
252426,142,,,,,
252425,142,,,,,
252424,141,,,,,
252423,141,,,,,
252422,141,,,,,
252421,141,,,,,
252420,141,,,,,
252419,141,,,,,
252418,141,,,,,
252417,141,,,,,
252415,141,,,,,
252414,141,,,,,
252413,141,,,,,
252412,141,,,,,
252411,141,,,,,
252410,141,,,,,
252409,141,,,,,
252408,141,,,,,
252407,141,,,,,
252406,141,,,,,
252405,141,,,,,
252404,141,,,,,
252403,141,,,,,
252402,141,,,,,
252401,141,,,,,
252400,141,,,,,
252399,141,,,,,
252398,141,,,,,
252397,141,,,,,
252396,141,,,,,
252395,141,,,,,
252394,141,,,,,
252393,141,,,,,
252392,141,,,,,
252391,141,,,,,
252390,141,,,,,
252389,141,,,,,
252388,141,,,,,
252387,141,,,,,
252386,141,,,,,
252385,141,,,,,
252384,141,,,,,
252383,141,,,,,
252382,141,,,,,
252381,141,,,,,
252380,141,,,,,
252379,141,,,,,
252378,141,,,,,
252376,141,,,,,
252375,141,,,,,
252374,141,,,,,
252373,141,,,,,
252372,141,,,,,
252371,141,,,,,
252370,141,,,,,
252369,141,,,,,
252368,141,,,,,
252367,141,,,,,
252366,141,,,,,
252365,141,,,,,
252364,141,,,,,
252363,141,,,,,
252362,141,,,,,
252361,141,,,,,
252360,141,,,,,
252359,141,,,,,
252358,141,,,,,
252357,141,,,,,
252356,141,,,,,
252355,141,,,,,
252354,141,,,,,
252353,141,,,,,
252352,141,,,,,
252351,141,,,,,
252350,141,,,,,
252349,141,,,,,
252348,141,,,,,
252347,141,,,,,
252346,141,,,,,
252345,141,,,,,
252344,141,,,,,
252343,141,,,,,
252342,141,,,,,
252341,141,,,,,
252340,141,,,,,
252339,141,,,,,
252338,141,,,,,
252337,141,,,,,
252336,141,,,,,
252335,141,,,,,
252334,141,,,,,
252333,141,,,,,
252332,141,,,,,
252329,141,,,,,
252328,141,,,,,
252327,141,,,,,
252326,141,,,,,
252325,141,,,,,
252324,141,,,,,
252323,141,,,,,
252322,141,,,,,
252321,141,,,,,
252320,141,,,,,
252319,141,,,,,
252318,141,,,,,
252317,141,,,,,
252316,141,,,,,
252315,141,,,,,
252314,141,,,,,
252313,141,,,,,
252312,141,,,,,
252311,141,,,,,
252310,141,,,,,
252309,141,,,,,
252308,141,,,,,
252307,141,,,,,
252306,141,,,,,
252305,141,,,,,
252304,141,,,,,
252303,141,,,,,
252302,141,,,,,
252301,141,,,,,
252300,141,,,,,
252299,141,,,,,
252298,141,,,,,
252297,141,,,,,
252296,141,,,,,
252295,141,,,,,
252294,141,,,,,
252293,141,,,,,
252292,141,,,,,
252291,141,,,,,
252290,141,,,,,
252289,141,,,,,
252288,141,,,,,
252287,141,,,,,
252286,141,,,,,
252285,141,,,,,
252284,141,,,,,
252283,141,,,,,
252282,141,,,,,
252281,141,,,,,
252280,141,,,,,
252279,141,,,,,
252278,141,,,,,
252277,141,,,,,
252276,141,,,,,
252275,141,,,,,
252274,141,,,,,
252273,141,,,,,
252272,141,,,,,
252271,141,,,,,
252270,141,,,,,
252269,141,,,,,
252268,141,,,,,
252267,141,,,,,
252266,141,,,,,
252265,141,,,,,
252264,141,,,,,
252263,141,,,,,
252262,141,,,,,
252261,141,,,,,
252260,141,,,,,
252259,141,,,,,
252258,141,,,,,
252257,141,,,,,
252256,141,,,,,
252254,141,,,,,
252253,141,,,,,
252252,141,,,,,
252251,141,,,,,
252250,141,,,,,
252249,141,,,,,
252248,141,,,,,
252247,141,,,,,
252246,141,,,,,
252245,141,,,,,
252244,141,,,,,
252243,141,,,,,
252242,141,,,,,
252241,141,,,,,
252240,141,,,,,
252239,141,,,,,
252238,141,,,,,
252237,141,,,,,
252236,141,,,,,
252235,141,,,,,
252234,140,,,,,
252233,140,,,,,
252232,140,,,,,
252231,140,,,,,
252230,140,,,,,
252229,140,,,,,
252228,140,,,,,
252227,140,,,,,
252226,140,,,,,
252225,140,,,,,
252224,140,,,,,
252223,140,,,,,
252222,140,,,,,
252221,140,,,,,
252220,140,,,,,
252219,140,,,,,
252218,140,,,,,
252217,140,,,,,
252216,140,,,,,
252215,140,,,,,
252214,140,,,,,
252213,140,,,,,
252212,140,,,,,
252211,140,,,,,
252210,140,,,,,
252209,140,,,,,
252208,140,,,,,
252206,140,,,,,
252205,140,,,,,
252204,140,,,,,
252203,140,,,,,
252201,140,,,,,
252200,140,,,,,
252199,140,,,,,
252198,140,,,,,
252197,140,,,,,
252196,140,,,,,
252195,140,,,,,
252194,140,,,,,
252193,140,,,,,
252192,140,,,,,
252191,140,,,,,
252190,140,,,,,
252189,140,,,,,
252188,140,,,,,
252187,140,,,,,
252186,140,,,,,
252185,140,,,,,
252184,140,,,,,
252183,140,,,,,
252182,140,,,,,
252181,140,,,,,
252180,140,,,,,
252179,140,,,,,
252178,140,,,,,
252177,140,,,,,
252176,140,,,,,
