userid,avg
8798,4
8799,4.25
8800,4.3125
8802,3.198412698
8803,3.525
8804,3.810810811
8805,3.75
8806,4.085106383
8807,2.916666667
8808,4.1
8809,3.0625
8810,5
8811,3.5
8812,4.285714286
8813,4
8814,3.80952381
8815,4.12
8816,3.714285714
8817,1.8
8818,3.731707317
8819,5
8820,4.416666667
8822,4.416666667
8823,5
8824,4.159090909
8825,4.105263158
8826,3.941176471
8827,3.830188679
8828,3.869565217
8829,2.8
8830,2.9
8831,3.761904762
8832,3.888888889
8833,2.441176471
8834,4.724637681
8835,3.466666667
8836,4.333333333
8837,4.188118812
8839,2.9375
8840,3.378623188
8841,3.6
8842,4.133333333
8843,2.916666667
8844,3.825
8845,3.173913043
8846,4.629032258
8847,3.722222222
8848,4.642857143
8849,3.608333333
8850,3.192307692
8851,2.666666667
8852,3.75
8853,3.818181818
8854,4.5625
8855,4.369047619
8856,3.111111111
8857,3.5
8858,3.434782609
8859,3.742424242
8860,3.846153846
8861,4.157894737
8862,4.342105263
8863,4.625
8864,3.75
8865,4.419354839
8866,3.3
8867,3.815217391
8868,3.305882353
8869,3.777777778
8870,4.470588235
8872,3.761904762
8873,3.725
8874,3.31092437
8875,4
8876,3.672413793
8877,3.681318681
8878,3.363636364
8879,4.020833333
8880,3.6
8881,4
8882,1.727272727
8883,3.346153846
8884,4.272727273
8885,3.975609756
8886,4.711111111
8887,1.944444444
8888,3.9
8889,5
8890,2.944444444
8891,3.957142857
8892,2.136363636
8893,3.5
8894,4.125
8895,2.230769231
8896,5
8897,3.375
8898,5
8899,3.778443114
8900,3.785714286
8901,2.1875
8902,4.210526316
8903,4.375
8904,3.388888889
8905,3.35483871
8906,3.4
8907,3.327067669
8908,3.392361111
8909,3.85
8910,4.045454545
8911,4
8912,4.5
8913,3.423728814
8914,4
8915,3.461538462
8916,3.5
8917,3.8
8918,5
8919,3.911764706
8920,3.583333333
8921,2.315789474
8922,4.235294118
8923,3.14516129
8924,3.846153846
8925,5
8926,3.102941176
8927,3.625
8928,3.166666667
8929,2.5
8930,3.5
8931,2.636363636
8932,3.146341463
8933,4.2
8934,3.042288557
8935,3.534246575
8936,4
8937,3.904761905
8938,4.1
8939,3.318965517
8940,3.636363636
8941,3.56097561
8942,3
8943,4.3125
8944,2.3125
8945,3.261904762
8946,2.615384615
8947,4
8948,2.428571429
8949,3.75
8950,4.229166667
8951,4.05
8952,4.357142857
8953,3.545112782
8954,3.25
8955,5
8957,3.25
8958,3.75
8959,3.722222222
8960,3.777777778
8961,4
8962,3.2
8963,3.281481481
8964,3.925373134
8965,3.675
8966,3.3725
8967,2.875
8968,4.111111111
8969,2.916666667
8970,4.8
8971,4
8972,3.259259259
8973,4.538461538
8974,3.980519481
8975,3.4
8976,3.206896552
8977,3.276190476
8978,3.590909091
8979,3.244897959
8980,4.1875
8981,3.533333333
8982,4.25
8983,3.5
8984,3.666666667
8985,3.541666667
8986,4.892857143
8987,3.298507463
8988,3.7
8989,3.158823529
8990,3.839449541
8991,3.348540146
8992,3.297752809
8993,2.166666667
8994,2.923076923
8995,3.3125
8996,3.5
8997,3.691056911
8998,3.932835821
8999,3.850574713
9000,3.630769231
9001,5
9002,2.783333333
9003,4.230769231
9004,3.125
9005,4.111111111
9006,3.193722944
9007,3.334319527
9008,3.822580645
9009,2.753456221
9010,3.738636364
9011,4.5
9012,3.972027972
9013,2.333333333
9014,3.5
9015,3.636363636
9016,2.833333333
9017,3.32
9018,4.5
9019,3.75
9020,2.4
9021,3.8125
9022,3.28
9023,2.3125
9024,2.777777778
9025,3.1875
9026,2.957142857
9027,4.333333333
9028,3.80952381
9029,4.4
9031,3.625
9032,3.363636364
9033,4.2
9034,3.769230769
9035,3.448529412
9036,4.333333333
9037,4.5
9038,3.385714286
9039,3.542857143
9040,3.346563981
9041,3.807692308
9042,3.409090909
9043,3.75
9044,3.372727273
9045,4
9046,4.2
9047,3
9048,3.285714286
9049,4.05
9050,4.088235294
9051,3.678571429
9052,3.516666667
9053,3.757575758
9054,3.571428571
9056,4.25
9057,3
9058,4.625
9059,4
9060,3.122775801
9061,3.875
9062,3.600917431
9063,2
9064,4.052631579
9065,3.318181818
9066,3.371794872
9067,4.508196721
9068,4.7
9069,4
9070,2.25
9071,3.795454545
9072,4.666666667
9073,4.5
9074,3.705882353
9075,3.785714286
9076,4
9077,3.25
9078,4
9079,4.277777778
9080,3.166666667
9081,4.2
9082,2.631578947
9083,3.333333333
9084,5
9085,2.1875
9086,3.611111111
9087,4.25
9088,4.3
9089,4.181818182
9090,3.166666667
9091,3.884615385
9092,2.8
9093,4.096385542
9094,3.036
9095,3.269230769
9096,4
9097,4.066666667
9098,3.75
9099,4.25
9100,3.7
9101,4.041666667
9102,3.154121864
9103,3.1
9104,3.415322581
9105,4.1
9106,4.416666667
9107,2.889724311
9108,3.598765432
9109,3.314814815
9110,3.25
9111,3.571428571
9112,2.888888889
9113,3.116071429
9114,3.632352941
9115,2.166666667
9116,5
9117,4.093220339
9118,5
9119,3.083333333
9120,3.681818182
9121,4.5
9122,3.460526316
9123,3.782608696
9124,3.666666667
9125,3.136363636
9126,3.152173913
9127,3.6
9128,4
9129,2.5
9130,3.674603175
9131,4.105263158
9132,4.15625
9133,3.366666667
9134,3.75
9135,3.25
9136,5
9137,3.545454545
9138,3.8
9139,3.817757009
9140,3.222222222
9141,3.941176471
9142,4.166666667
9143,3
9144,3.878296146
9145,3.1
9146,3.614035088
9147,3.407894737
9148,3.387096774
9149,3.625
9150,4.307692308
9151,3.75
9152,3.916666667
9153,3.640776699
9154,3.5
9155,3.75
9156,4.158536585
9157,4
9158,2.666666667
9159,4.7
9160,3.3
9161,3
9162,3.111111111
9163,4.5
9164,3.685114504
9165,3.15
9166,2.785714286
9167,1.2
9168,5
9169,4.12962963
9170,4.043478261
9171,3.830882353
9172,4.375
9173,4.333333333
9174,4
9175,4.111111111
9176,0.921052632
9177,4.2
9178,4.277777778
9179,3.534482759
9180,3.804195804
9181,3.3
9182,3.428571429
9183,2.6875
9184,4.224489796
9185,2.5
9186,4.75
9187,3.860759494
9188,3.65
9189,4.4
9190,3.588235294
9191,3.734375
9192,3.642857143
9193,3.333333333
9194,4
9195,3.7
9196,4.666666667
9197,3.916083916
9198,3.540983607
9199,1.984018265
9200,3.5
9201,3.6
9202,4.4375
9203,3.480769231
9204,3.666666667
9205,3.416666667
9206,4.657657658
9207,2.890909091
9208,2.375
9209,1.5
9210,4.34375
9211,2.935483871
9212,3.651351351
9213,1.75
9214,3.5
9215,3.93452381
9216,4.3
9217,3.439393939
9218,4
9219,4.333333333
9220,2.625
9221,4.285714286
9222,3.801886792
9223,3.472527473
9224,3.681818182
9225,3.909090909
9226,3.25
9227,4.428571429
9228,3.157894737
9229,4.527777778
9230,2
9231,3.826086957
9232,3.277777778
9233,3.208333333
9234,3.566666667
9235,4.444444444
9236,3.894736842
9237,3.814814815
9238,2.5
9239,3.888888889
9240,3.833333333
9241,4
9242,3.981481481
9243,3.714285714
9244,3.136363636
9245,2.916299559
9246,3.964912281
9247,4
9248,3.653846154
9249,3.468085106
9250,1.375
9251,4.166666667
9252,4.045454545
9253,3.333333333
9254,5
9255,4.077777778
9256,3.909090909
9257,4.147727273
9258,3.46875
9259,3.858974359
9260,3.636363636
9261,4.8
9262,3.611111111
9263,4.048076923
9264,3.37037037
9265,4.764705882
9266,2.846153846
9267,4.375
9268,3.590909091
9269,4.333333333
9271,4
9272,3.739130435
9273,4.028169014
9274,3.288461538
9275,4
9276,3.880952381
9277,3.357142857
9278,3.288461538
9279,3.488593156
9280,3.681818182
9281,3.295336788
9282,2.5
9283,4.25
9284,3.422077922
9285,3.714285714
9286,3.830188679
9287,2.857142857
9288,2.739130435
9289,4.2
9290,3.297297297
9291,3.055900621
9292,2.785714286
9294,3.688888889
9295,4.125
9296,3.253333333
9297,3.4
9298,3.326530612
9299,3
9300,4.125
9301,4.416666667
9302,3.852941176
9303,2.6
9304,3.8
9305,4.421052632
9306,4.25
9307,3.555555556
9308,3.409090909
9309,3.751879699
9310,3.75
9311,3.931818182
9312,5
9313,3.857142857
9314,3.551282051
9315,3.092857143
9316,4.223837209
9317,4.0625
9318,3
9319,3.098591549
9321,4.01344086
9322,3.692307692
9323,3
9324,3.933333333
9325,3.25
9326,4.214285714
9327,2.863636364
9328,3.3387471
9329,3.25
9330,3.531553398
9331,3.925925926
9332,4.272727273
9333,4
9334,4.1875
9335,4
9336,3.769230769
9337,3.317073171
9338,3
9339,4.046052632
9340,3.684210526
9341,3.5
9342,3.138554217
9343,4
9344,3.698630137
9345,3.588235294
9346,3.73255814
9347,3.555555556
9348,3.270833333
9349,3.375
9350,4.385542169
9351,3.058823529
9352,3.55
9354,3.678571429
9355,4.363636364
9356,3.833333333
9357,3.075471698
9358,3.55
9359,3
9360,4
9361,3.538461538
9362,4
9363,3.545454545
9364,3.333333333
9365,3.3
9366,3.875
9367,3.727272727
9368,3.708791209
9369,3.981818182
9370,3.333333333
9371,3.519230769
9372,3.5
9373,3.695652174
9374,3.333333333
9375,3.315789474
9376,3.333333333
9377,3.166666667
9378,3.904411765
9379,4.3
9380,3.913043478
9381,4
9382,3.5
9383,2.666666667
9384,3.928571429
9385,3.162162162
9386,3
9387,4.194805195
9388,3.566964286
9389,4.125
9390,3.725352113
9391,4.25
9392,4.267857143
9393,2.977707006
9394,3.875
9395,4.6
9396,3.368421053
9397,3.454545455
9398,3.636363636
9399,3.375
9400,3.598214286
9401,3.94047619
9402,4.833333333
9403,3.428571429
9404,3.045454545
9405,3.52
9406,4.125
9407,2.769230769
9408,3.321428571
9409,4.5
9410,4.205882353
9411,4.038461538
9412,4
9413,4.16
9415,3.333333333
9416,3.211538462
9417,4.271428571
9418,3.818181818
9419,4.142857143
9420,3.085714286
9421,3.4375
9422,3.928571429
9423,3.661290323
9424,3.884615385
9425,3.77124183
9426,3.88
9427,3.969879518
9428,3.384615385
9429,3.974489796
9430,3.792682927
9431,4.708333333
9432,3.857142857
9433,4.017857143
9434,4.5
9435,4.5
9436,3.684210526
9437,3.333333333
9438,3.826347305
9439,1.875
9440,3.714285714
9442,3.25
9443,3.619047619
9444,3.53
9445,4.778846154
9446,3.666666667
9447,3.705882353
9448,4
9449,3.659090909
9450,2
9451,3
9452,4
9453,3.403409091
9454,3.104895105
9455,3.5
9456,3.684210526
9457,3.871794872
9458,2.5
9459,3.904255319
9460,4.357142857
9461,3.166666667
9462,2.954545455
9463,3.43793911
9464,3.772727273
9465,4
9466,4
9469,3.857142857
9470,3.745283019
9471,3.935483871
9472,3.987603306
9473,2.942857143
9474,3.666666667
9475,3.63559322
9476,2
9477,3.666666667
9478,4.173469388
9479,4.208955224
9480,4
9481,4.291666667
9482,2.125
9483,3.5
9484,2.3
9485,3.766666667
9486,4.239393939
9487,3.02
9488,3.42
9489,3.092342342
9490,3.785714286
9491,4.804347826
9492,3.928571429
9493,1.875
9494,3.666666667
9495,2.875
9496,3
9497,3.982517483
9498,3.714285714
9499,3.777777778
9500,4.066666667
9501,3.2
9502,3.719262295
9503,3
9504,4.042857143
9505,3.226415094
9506,3.958333333
9507,3.901639344
9508,3.402439024
9509,3.555555556
9510,3.130434783
9511,2.555555556
9512,4.125
9513,2.5
9514,3.868421053
9515,3.5
9516,4.285714286
9517,1.571428571
9518,3.362745098
9519,2.598455598
9520,3
9521,3.863636364
9522,3
9523,3.211111111
9524,2.944444444
9525,3.25
9526,4.956521739
9527,3.785714286
9528,3.507692308
9529,3.657894737
9530,3.443548387
9531,3.428571429
9532,3.301886792
9533,2.75
9534,3.071428571
9535,3.375
9537,2.772727273
9538,4.11627907
9539,2.8
9540,2.5
9541,3.714285714
9542,3.458333333
9543,3.563492063
9544,3.2
9545,2.928571429
9546,3.95
9547,3.703296703
9548,3.65
9549,2.939393939
9550,4.333333333
9551,4.068181818
9552,2.833333333
9553,3.454545455
9554,3.054054054
9555,4.25
9556,2.357142857
9557,2.6
9558,4.5
9559,4.227272727
9560,4
9561,4.5
9562,4
9563,4
9564,3.521126761
9565,4.136363636
9566,3.475728155
9567,3.160869565
9568,3.888888889
9569,3.75
9570,3.033333333
9571,2.555555556
9572,3.286713287
9573,3.619047619
9574,4.5
9575,3.75
9576,3.434782609
9577,2.330019881
9578,3.0625
9579,4
9580,3.729166667
9581,3.4
9582,4.185185185
9583,3.054054054
9584,3.3125
9585,4
9586,3.925925926
9587,4.188888889
9588,3.807017544
9589,4
9590,3.388888889
9591,3.65
9592,3.588235294
9593,3.909090909
9594,4.346938776
9595,4
9596,4.3
9597,3.75
9598,4
9599,4
9600,3.252155172
9601,3.916666667
9602,3.96
9603,3.25
9604,3.583333333
9605,2.772727273
9606,3.1
9607,2.55
9608,2.977777778
9609,4.333333333
9610,3.777777778
9611,5
9612,3.545454545
9613,4.681818182
9614,4
9615,4.352941176
9616,3.478873239
9617,3.5
9618,3.815789474
9619,3.090909091
9620,3.475
9621,3.716981132
9622,3.954545455
9623,3.75
9624,4.275
9625,1.611111111
9626,3.714285714
9627,3.0625
9628,3.666666667
9629,4.611111111
9630,3.5625
9631,3.583333333
9632,4.444444444
9633,3.666666667
9634,3.917322835
9635,4.327586207
9636,4
9637,3.7
9638,4.733333333
9639,3.470588235
9640,3.392156863
9642,3.609756098
9643,4.666666667
9644,3.277777778
9645,3.25
9646,4.272727273
9647,4
9648,3.454545455
9649,3.621212121
9650,4.333333333
9651,3.466019417
9652,3.3
9653,3.8
9654,3.25
9655,4.142857143
9656,3.052631579
9657,3.428571429
9658,2.363636364
9659,4.1
9660,3.794117647
9661,3.428571429
9662,3.666666667
9663,4.5
9664,3.777777778
9665,4
9666,2.181818182
9667,3.715686275
9668,2.2
9669,4.75
9670,4.833333333
9671,3.5
9672,2.833333333
9673,3
9674,3.984375
9675,4.444444444
9676,3
9677,3.814814815
9678,3.521226415
9679,2.8
9680,4.3
9681,3.513761468
9682,3.554744526
9683,3.5
9684,3.555555556
9685,4.533333333
9686,3
9687,4.176470588
9688,3.2
9689,3.85
9690,3.566666667
9691,5
9692,3.361538462
9693,2.972422062
9694,3.227272727
9695,1.769230769
9696,3.24137931
9697,3.764705882
9699,3.240458015
9700,2.4
9701,4.444444444
9702,3.386363636
9703,2.8
9704,3.97311828
9705,4.616666667
9706,3.414141414
9707,3.125
9708,3
9709,3.470588235
9710,3.944444444
9711,3.714285714
9712,3.307692308
9713,3.25
9714,3.785714286
9715,3.488764045
9716,4
9717,3.152360515
9718,3.506666667
9719,3.448275862
9720,3.35
9721,3.625
9722,3.177777778
9723,3.291666667
9724,3.227272727
9725,3.625
9726,2.944444444
9727,2.4
9728,3.642857143
9729,4.027777778
9730,3.92
9731,4.176470588
9732,4.5
9733,4.006451613
9734,3.560747664
9735,3.777777778
9736,2.666666667
9737,4
9738,3.485074627
9739,4.052238806
9740,0.833333333
9741,4.145833333
9742,3.555555556
9743,3.766666667
9744,3.25
9745,3.883495146
9746,2.5
9747,2.555555556
9748,3.5
9749,4.096774194
9750,2.821428571
9751,3.185714286
9753,4.04
9754,4
9755,2
9756,3.028571429
9757,4.666666667
9758,4.428571429
9759,2.818181818
9760,3.603773585
9761,2.333333333
9762,3.333333333
9763,4.023255814
9764,3.897435897
9765,1.928571429
9766,3.285714286
9767,2.9375
9768,3.740384615
9769,3.103508772
9770,3.789473684
9771,4.222222222
9772,4.5
9773,3.625
9774,3.318181818
9775,3.475
9776,3.166666667
9777,2.25
9778,3
9779,3.5
9780,2.120689655
9781,4.166666667
9782,3.579268293
9783,3.638888889
9784,3.529411765
9785,3.5
9786,2.681818182
9787,4.166666667
9788,3.390452876
9789,4.114285714
9790,4.083333333
9791,3.75
9792,4.192307692
9793,3.933333333
9794,4.086956522
9795,4.666666667
9796,2.531690141
9797,3.768518519
9798,4.204545455
9799,4.313432836
9800,3.1
9801,3.9
9802,3.954954955
9803,1.666666667
9804,3.45
9805,4.333333333
9806,4.416666667
9807,3.090909091
9808,3.12962963
9809,4.222222222
9810,3.5
9812,3.462825279
9813,4.444444444
9814,2.625
9815,3.324675325
9816,2.5
9817,3.876963351
9818,3.5
9819,5
9820,4
9821,3.176470588
9822,3.912698413
9823,2.857142857
9824,4.071428571
9825,4.25
9826,3.822222222
9827,3.340375587
9828,2.9
9829,3.6875
9830,4.166666667
9831,3.5
9832,3.473684211
9833,2.357142857
9834,4.103448276
9835,2
9836,3.448275862
9837,3.894366197
9838,4.5
9839,3.660891089
9840,3.3
9841,3.804924242
9842,3.975609756
9843,3.8
9844,4.5
9845,3.147398844
9846,3.517241379
9847,2.333333333
9848,3.363636364
9849,3.5
9850,2.125
9851,4.103448276
9852,3.5
9853,3.980392157
9854,4.285714286
9855,3.462809917
9856,3.711538462
9857,2.666666667
9858,3.925
9859,3.643835616
9860,3.83974359
9861,3.470588235
9862,4.15
9863,2.785714286
9864,3
9865,3.818181818
9866,5
9867,4.333333333
9868,2.833333333
9869,3.9
9870,4.461538462
9872,3.6
9873,3.870967742
9874,4
9875,3.230769231
9876,3.6875
9877,3.357142857
9878,3.583333333
9879,2.9375
9880,3.444444444
9881,3.625
9882,2.294117647
9883,3.545454545
9884,3.782608696
9885,3.897058824
9886,3.888888889
9887,3.5
9888,4
9889,4.4
9890,3.8
9891,3.692307692
9892,4
9893,1.6
9894,4.75
9895,3.4
9896,3.583333333
9897,3.931818182
9898,3.529411765
9899,3.123076923
9900,3.567164179
9901,3.789473684
9902,4.117647059
9903,4
9904,2
9905,3.25
9906,4.108108108
9907,2.892857143
9908,4.333333333
9909,3.333333333
9910,3.05
9911,4.541666667
9912,2.7
9913,4.144927536
9914,3.782051282
9915,3.875
9916,3.888888889
9917,4.4
9918,4
9919,2.333333333
9920,3.473684211
9921,3.234848485
9922,2.416666667
9923,2.75
9924,4
9925,2.775
9926,4.283783784
9927,5
9928,4
9929,3.6875
9930,3.939393939
9931,3.576923077
9932,2.666666667
9933,3.222222222
9934,3.925
9935,4.333333333
9936,3.842696629
9937,3.5
9938,1.84375
9939,3.5
9940,2.285714286
9941,3.5
9942,3.5
9943,3
9944,4.133333333
9945,1.458333333
9946,2.833333333
9947,3.5
9948,1.75
9949,3.875
9950,4.071428571
9952,3.630952381
9953,3.35
9954,4.375
9956,2.357142857
9957,3.722222222
9958,3.4
9959,3.5
9960,3.75
9961,3.785714286
9962,3.7375
9963,3.444444444
9964,4.052631579
9965,4.304347826
9966,4.75
9967,3.857142857
9968,4.25
9969,2.5
9970,3.515625
9971,3.5
9972,3.166666667
9973,3.123287671
9974,3.387323944
9975,3.333333333
9976,3.65
9977,3.4
9978,2.863636364
9979,4.166666667
9980,3.75
9981,3.666666667
9982,2.988304094
9983,3.347972973
9984,3.631578947
9985,3.8
9986,4.8
9987,3.6
9988,4.318181818
9989,3.641025641
9990,4.470588235
9991,3.194767442
9992,4.357142857
9993,4
9994,3
9995,2
9996,4.139344262
9997,4.385416667
9998,3.375
9999,5
10000,4
10001,4.5
10002,2.513043478
10003,2.5
10004,3.882352941
10005,4.25
10006,4
10007,3.705882353
10008,3.457627119
10009,4
10010,3.75
10011,4.714285714
10012,3.473076923
10013,4.068965517
10014,4.055555556
10015,4.166666667
10016,3
10017,4.377777778
10018,3.09
10019,3.071428571
10020,3.863970588
10021,2.696969697
10022,3.666666667
10023,3.746987952
10024,3.5
10025,3.774193548
10026,3.636363636
10027,2.875
10028,3.235294118
10029,3.5
10030,2.673913043
10031,3.5
10032,4.5
10033,3.818181818
10034,4
10035,4.36
10036,4
10037,3.55
10038,2.755033557
10039,4
10040,3.269230769
10041,3.333333333
10042,3.397959184
10043,3.139215686
10044,5
10045,3.822580645
10046,3.719178082
10047,2.75
10048,3.725806452
10049,3.707964602
10050,2.603942652
10051,4.147727273
10052,3.923076923
10053,4.268292683
10054,3.3125
10055,3.532258065
10056,4.142857143
10057,3.155172414
10058,3.5
10059,4.554878049
10060,4.409090909
10061,3.28125
10062,4.441176471
10063,4
10064,3.476190476
10065,2.846153846
10066,4.068181818
10067,3.625
10068,3.173913043
10069,2.909090909
10070,1
10071,2.8125
10072,2.965116279
10073,3.6
10074,4.636363636
10075,3.6875
10076,3.737704918
10077,2.888888889
10078,3.21875
10079,3.25
10080,3.572463768
10081,4.07826087
10082,3.626349892
10083,3.925925926
10084,5
10086,3.33960177
10087,4
10088,4
10089,4.25
10090,3.4
10091,5
10092,3.34
10093,3.285714286
10094,3.320143885
10095,3.5
10096,4.133333333
10097,3.470588235
10098,3.3
10099,3.807692308
10100,3.454545455
10101,3.9
10102,3.909090909
10103,3.666666667
10104,2.708333333
10105,4.182926829
10106,4.5
10107,1.633333333
10108,3.266666667
10109,3.333333333
10110,3.763888889
10111,3.62962963
10112,3
10113,4.357142857
10114,3.763157895
10115,4.028089888
10116,4.714285714
10117,3
10118,3.327272727
10119,4.145833333
10120,3.326923077
10121,5
10122,3.583333333
10123,4.121212121
10124,3.3
10125,3.705882353
10126,3.076923077
10127,3.473684211
10128,2.942231076
10129,3.319587629
10130,2.5
10131,3.705882353
10132,3.591160221
10133,3.811688312
10134,3.722222222
10135,4.427083333
10136,3.772727273
10137,3.282051282
10138,3.75
10139,4.2
10140,3
10141,3.783018868
10142,4.25
10143,4.031746032
10144,3.454545455
10145,2.9375
10146,4
10147,3.520833333
10148,3.75
10149,3.5
10150,3.960784314
10151,4.025
10152,3.049019608
10153,0.5
10154,3.666666667
10155,3.777777778
10156,3.083333333
10157,4.222222222
10158,4.019230769
10159,3.931372549
10160,4.125
10161,2
10162,3.566666667
10163,3.708074534
10164,2
10165,3.692771084
10166,3.4375
10167,2.166666667
10168,2.547904192
10169,3.567039106
10170,3.567307692
10171,3.5625
10172,3.541666667
10173,3.227272727
10174,2
10175,4.077777778
10176,4.469387755
10178,4
10179,4
10180,4
10181,3.375
10182,3.142857143
10183,3.797468354
10184,3.649253731
10185,2.947368421
10186,4
10187,5
10188,4.474358974
10189,3.666666667
10190,4.228571429
10191,3.430769231
10192,2.7
10193,3.35
10194,3.833333333
10195,4.201149425
10196,3.875
10197,3.986842105
10198,3.915300546
10199,3.5
10200,5
10201,4.096153846
10202,3.346666667
10203,3.578125
10204,3.055555556
10205,3.9375
10206,3.830769231
10207,3.65
10208,3
10209,4
10210,4.25
10211,4.8
10212,3.597938144
10213,2.841269841
10214,3.583333333
10215,1.834254144
10216,2.5
10217,4.261904762
10218,3.907894737
10219,4.166666667
10220,4.12
10221,3.328358209
10222,3.75
10223,3.525483304
10224,3.75
10225,3.759259259
10226,3.242268041
10227,3.592592593
10228,3.388888889
10230,3.666666667
10231,3.615384615
10232,4.333333333
10233,4.238095238
10234,4.333333333
10235,3.308510638
10236,4.5
10237,4.7
10238,4.5625
10239,4.222222222
10240,3.925925926
10241,4
10242,3.307692308
10243,4
10244,3.5
10245,4
10246,3.774193548
10247,3.909090909
10248,3.847826087
10249,3.769230769
10250,3.336580087
10251,3.666666667
10252,2.333333333
10253,3.532846715
10254,3.545454545
10255,4.25
10256,4
10257,4.833333333
10258,4.277777778
10259,3.40625
10260,3.4375
10261,4.071428571
10262,4.208333333
10263,3.916666667
10264,3.5
10265,2.8
10266,2.958333333
10267,4.444444444
10268,3.094736842
10269,3.916666667
10270,3.666666667
10271,4.277777778
10272,3.769230769
10273,4
10274,3.875
10275,3.25
10276,3.742424242
10277,4.075
10278,3.266666667
10279,4.279220779
10281,3.2
10282,4.5
10283,3
10284,3.875
10285,3.714285714
10286,3.090909091
10287,3
10288,4.642857143
10289,3.114285714
10290,4
10291,3.25
10292,3.987341772
10293,4.721774194
10294,4.2
10295,3.476190476
10296,2.807036247
10297,2.5
10298,3.692307692
10299,1
10300,3.661764706
10301,4.458333333
10302,4.4375
10303,2.461538462
10304,4
10305,3.304347826
10306,4.0625
10307,3
10308,4.357142857
10309,3.714285714
10310,5
10311,3.710526316
10312,3.457055215
10313,2.958333333
10314,4.142857143
10315,3
10316,2.951834862
10317,3.576923077
10318,3.820512821
10319,4
10320,4.444444444
10321,3.820512821
10322,3.341463415
10323,3.428571429
10324,2.75
10325,3.1
10326,3.666666667
10327,3.571428571
10328,4.333333333
10329,2.531609195
10330,3.6
10331,2.4375
10332,3.690972222
10333,3.3125
10334,3
10335,3.604166667
10336,3.986702128
10337,3.714285714
10338,3.716049383
10339,3.982142857
10340,3.071428571
10341,2.75
10342,3.992424242
10343,4.2
10344,3.709090909
10345,3.454545455
10346,3.670807453
10347,4.09375
10348,3.0625
10349,3.487179487
10350,4.583333333
10351,2.8
10352,3.619791667
10353,3.052631579
10354,3.107142857
10355,3
10356,3.4
10357,3.598837209
10358,3.357142857
10359,4.075757576
10360,3.642857143
10361,3.760416667
10362,3.908333333
10363,3.421052632
10364,3.654761905
10365,3.3
10366,3.5
10367,3.419191919
10368,2.8359375
10369,4.230769231
10370,3.959016393
10371,4.897435897
10372,3.657894737
10373,3.695652174
10374,3.559210526
10375,3.84375
10376,2.8125
10377,3.277777778
10378,3.5
10379,3.733333333
10380,3.666666667
10381,3.733333333
10382,3.602150538
10383,3.955172414
10384,4.8
10385,3.833333333
10386,4.55
10387,3.875
10388,3.758928571
10389,3.400398406
10390,4.350877193
10391,3.541666667
10392,3.333333333
10393,3.156028369
10394,3.372262774
10395,3.728070175
10396,0.5
10397,3.41025641
10398,3.656716418
10399,3.4
10400,2.5
10401,3
10402,3.142857143
10403,3.316176471
10404,2.5
10405,3.52173913
10406,3.5
10407,3.5
10409,3.5
10410,3.875
10411,2.7
10412,4.057692308
10413,3
10414,3.203389831
10415,3.902597403
10416,4.75
10417,3.272727273
10418,4.625
10419,4
10420,3.166666667
10421,3.982142857
10422,4.6
10423,3
10424,4
10425,2.989655172
10426,3.8
10427,3.480769231
10429,3.272
10430,4.666666667
10431,3.928571429
10432,3.316326531
10433,4.375
10434,3.813868613
10435,3.571428571
10436,2.833333333
10438,2
10439,3.5
10440,3.535580524
10441,4.243243243
10442,3.75
10443,4.8125
10444,4.289855072
10445,3.95
10446,5
10447,5
10448,2.085034014
10449,3.504065041
10450,3.571428571
10451,2.5
10452,3.2
10453,1.5
10454,4.078571429
10455,3.583333333
10456,2.166666667
10457,3.952380952
10458,4.075
10459,4.0625
10460,2.958333333
10461,3.041666667
10462,2.925
10463,3.970588235
10464,4.333333333
10465,2.666666667
10466,2.4
10467,3
10468,3.523809524
10469,3.870967742
10470,4
10471,3.75
10472,3.444444444
10473,3.53125
10474,2
10475,3.5
10476,1.833333333
10477,3.8
10478,3.755555556
10479,3.777777778
10480,3.302325581
10481,3.621621622
10482,2.5
10483,4.05
10485,3.465
10486,4.448275862
10487,2.866666667
10488,4
10489,3.74025974
10490,3.25
10491,3
10492,2.277777778
10493,4.75
10494,3.805555556
10495,4
10496,3.375
10497,3.466666667
10498,4.12244898
10499,3.479166667
10500,2.666666667
10501,3.468085106
10502,4.153846154
10503,3.806451613
10504,2.333333333
10505,4
10506,4.684210526
10507,3.651111111
10508,4.2
10509,4
10510,4.458333333
10511,4.027173913
10512,2.8
10513,3.75
10514,4.5
10515,3.515151515
10516,4.468085106
10517,3.717391304
10518,3.518518519
10519,4.5
10520,2.5
10521,4
10522,4.035714286
10523,3.585365854
10524,4.160714286
10525,3.416666667
10526,2.759036145
10527,3.454545455
10528,2.785714286
10529,3
10530,3.980769231
10531,3
10533,3.5
10534,2.73015873
10535,3.165289256
10536,3.3
10538,3.0625
10539,3.341772152
10540,3
10541,3.4
10542,3.514440433
10543,3.303191489
10545,4
10546,4.104166667
10548,4.545454545
10549,3.75
10550,3.583333333
10551,4.428571429
10552,4.181818182
10553,3.607142857
10554,3.25
10555,2.895833333
10556,3.083333333
10557,3.25
10558,3.35042735
10559,3
10560,4.285714286
10561,3.47826087
10562,4.428571429
10563,2.884615385
10564,2.5
10565,3.828947368
10567,3.077272727
